"","workerid","trial_num","Category","Property","response"
"1227",39,9,"Ducks","have wings",0.4
"1228",39,10,"Cardinals","are red",0.43
"1229",39,11,"Tigers","dont eat people",0.1
"1230",39,12,"Kangaroos","have pouches",0.62
"1231",39,16,"Kangaroos","are juvenile",0.13
"1232",39,17,"Robins","lay eggs",0.36
"1233",39,18,"Swans","are white",0.35
"1234",39,19,"Mosquitos","attack swimmers",0.21
"1235",39,20,"Leopards","have wings",0.01
"1236",39,22,"Lions","have manes",0.7
"1237",39,23,"Sharks","attack swimmers",0.57
"1238",39,24,"Lions","lay eggs",0.02
"1239",39,25,"Mosquitos","dont carry malaria",0.15
"1240",39,26,"Ticks","carry Lyme disease",0.59
"1241",39,27,"Peacocks","dont have beautiful feathers",0.02
"1242",39,29,"Ticks","dont carry Lyme disease",0.02
"1243",39,30,"Tigers","eat people",0.47
"1244",39,31,"Sharks","dont attack swimmers",0.13
"1245",39,33,"Mosquitos","carry malaria",0.62
"1246",39,34,"Robins","are female",0.1
"1247",39,35,"Lions","are male",0.18
"1248",39,38,"Robins","carry malaria",0.24
"1249",39,39,"Sharks","have manes",0.01
"1250",39,40,"Leopards","are full-grown",0.12
