"workerid","category","trial_type","trial_num","past_interval","extra_sentence","gender","character","past_freq","item","rt","response","condition"
59,"entertainment","predictive",2,"2 years","","female","Rebecca",3,"watches space launches",9653,"3","baseline"
59,"food","predictive",3,"year","Yesterday, Esther learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","female","Esther",3,"eats peanut butter",14725,"20","enabling"
59,"employment","predictive",4,"5 years","Yesterday, Hillary got caught and went through a radical transformation, vowing to never break the law again.","female","Hillary",3,"steals cars",20918,"2","preventative"
59,"hobby","predictive",5,"year","Yesterday, Tom developed crippling arthritis in both elbows and can only move his arms extremely slowly.","male","Tom",3,"plays tennis",10046,"0","preventative"
59,"food","predictive",6,"5 years","","female","Sophia",3,"eats caviar",7155,"3","baseline"
59,"employment","predictive",7,"5 years","","female","Elizabeth",3,"steals chewing gum",7516,"3","baseline"
59,"food","predictive",8,"month","Yesterday, Christopher wanted a smoke and bought a pack of cigarettes.","male","Christopher",3,"smokes cigarettes",11570,"3","enabling"
59,"food","predictive",9,"month","","male","Robert",3,"drinks coffee",7883,"4","baseline"
59,"food","predictive",10,"month","","male","Anthony",3,"drinks beer",7649,"4","baseline"
59,"employment","predictive",11,"5 years","Yesterday, Maya finished an MFA program and quit her other job to focus on writing novels.","female","Maya",3,"writes novels",24133,"5","enabling"
59,"hobby","predictive",12,"year","Yesterday, Daniel remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Daniel",3,"plays the banjo",18189,"100","enabling"
59,"employment","predictive",13,"5 years","Yesterday, Laura grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Laura",3,"volunteers for soup kitchens",8871,"0","preventative"
59,"hobby","predictive",14,"5 years","Yesterday, William turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","William",3,"climbs mountains",11149,"1","preventative"
59,"clothing","predictive",15,"month","","male","Brian",3,"wears a suit",13381,"3","baseline"
59,"employment","predictive",16,"5 years","Yesterday, Nicole grew disillusioned with the political system and wants nothing to do with it anymore.","female","Nicole",3,"volunteers for political campaigns",7634,"0","preventative"
59,"hobby","predictive",17,"2 months","","female","Alicia",3,"runs",4609,"3","baseline"
59,"entertainment","predictive",18,"year","Yesterday, Kyle learned about all the corruption in professional sports and no longer can watch it.","male","Kyle",3,"watches professional football",7765,"0","preventative"
59,"food","predictive",19,"year","Yesterday, Janet wanted to get high and bought some marijuana.","female","Janet",3,"smokes marijuana",8695,"10","enabling"
59,"hobby","predictive",20,"year","Yesterday, Elisa remembered how much fun those times were and bought a lot of new hiking gear.","female","Elisa",3,"hikes",14666,"8","enabling"
59,"food","predictive",21,"year","Yesterday, Monica wanted to get high and bought some cocaine.","female","Monica",3,"does cocaine",7593,"20","enabling"
60,"hobby","predictive",1,"5 years","Yesterday, Jackie remembered how much fun that was bought a lot of new mountain climbing gear.","female","Jackie",3,"climbs mountains",27488,"5","enabling"
60,"food","predictive",2,"year","Yesterday, Claire wanted to get high and bought some cocaine.","female","Claire",3,"does cocaine",24508,"7","enabling"
60,"hobby","predictive",3,"year","Yesterday, Fred developed crippling arthritis in both elbows and can only move his arms extremely slowly.","male","Fred",3,"plays tennis",9459,"0","preventative"
60,"food","predictive",4,"year","","male","David",3,"smokes marijuana",9078,"3","baseline"
60,"entertainment","predictive",5,"year","Yesterday, Michael learned about all the corruption in professional sports and no longer can watch it.","male","Michael",3,"watches professional football",7154,"0","preventative"
60,"clothing","predictive",6,"month","Yesterday, Monica got fired from her job on Wall Street and now works in a pizza parlor.","female","Monica",3,"wears a suit",16104,"1","preventative"
60,"food","predictive",7,"month","","female","Nicole",3,"smokes cigarettes",5932,"3","baseline"
60,"hobby","predictive",8,"year","","male","Derrick",3,"hikes",3991,"3","baseline"
60,"employment","predictive",9,"5 years","Yesterday, Scott grew disillusioned with the political system and wants nothing to do with it anymore.","male","Scott",3,"volunteers for political campaigns",4872,"0","preventative"
60,"hobby","predictive",10,"year","Yesterday, Doug developed crippling arthritis in his hands and no longer can play musical instruments.","male","Doug",3,"plays the banjo",27163,"0","preventative"
60,"food","predictive",11,"month","Yesterday, Linda wanted to get tipsy and bought a six-pack of beer.","female","Linda",3,"drinks beer",9573,"5","enabling"
60,"food","predictive",12,"5 years","","male","Christopher",3,"eats caviar",5230,"3","baseline"
60,"entertainment","predictive",13,"2 years","","female","Brooke",3,"watches space launches",8239,"3","baseline"
60,"employment","predictive",14,"5 years","Yesterday, Greg grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","male","Greg",3,"volunteers for soup kitchens",5755,"0","preventative"
60,"food","predictive",15,"year","","female","Hillary",3,"eats peanut butter",4072,"3","baseline"
60,"employment","predictive",16,"year","Yesterday, Martin finished an MFA program and quit his other job to focus on writing poems.","male","Martin",3,"writes poems",9554,"50","enabling"
60,"hobby","predictive",17,"2 months","","male","Eric",3,"runs",5794,"5","baseline"
60,"employment","predictive",18,"5 years","Yesterday, Stephen learned a new trick to distract shopkeepers.","male","Stephen",3,"steals chewing gum",7821,"10","enabling"
60,"food","predictive",19,"month","Yesterday, Daniel developed a caffeine allergy and decided to give up all caffeine.","male","Daniel",3,"drinks coffee",32138,"3","preventative"
60,"employment","predictive",20,"5 years","Yesterday, Ted learned a new technique for breaking into cars.","male","Ted",3,"steals cars",10308,"7","enabling"
60,"employment","predictive",21,"5 years","Yesterday, William finished an MFA program and quit his other job to focus on writing novels.","male","William",3,"writes novels",13415,"10","enabling"
61,"employment","predictive",1,"5 years","","female","Elisa",3,"volunteers for soup kitchens",6091,"4","baseline"
61,"food","predictive",2,"year","Yesterday, Martin wanted to get high and bought some cocaine.","male","Martin",3,"does cocaine",18606,"5","enabling"
61,"clothing","predictive",3,"month","Yesterday, Nicole got a high paying job on Wall Street.","female","Nicole",3,"wears a suit",13659,"12","enabling"
61,"food","predictive",4,"month","Yesterday, Jacob gave up alcohol and entered into Alcoholics Anonymous.","male","Jacob",3,"drinks beer",4137,"0","preventative"
61,"food","predictive",5,"year","","male","Tom",3,"eats peanut butter",6209,"6","baseline"
61,"employment","predictive",6,"5 years","Yesterday, Christopher finished an MFA program and quit his other job to focus on writing novels.","male","Christopher",3,"writes novels",156511,"8","enabling"
61,"employment","predictive",7,"5 years","Yesterday, Janet got caught and vowed to never break the law again.","female","Janet",3,"steals chewing gum",16987,"1","preventative"
61,"employment","predictive",8,"5 years","Yesterday, Robert got caught and went through a radical transformation, vowing to never break the law again.","male","Robert",3,"steals cars",4668,"0","preventative"
61,"food","predictive",9,"month","","female","Claire",3,"smokes cigarettes",148736,"5","baseline"
61,"hobby","predictive",10,"2 months","Yesterday, Jackie remembered how much fun those times were and bought a new pair of running shoes.","female","Jackie",3,"runs",6422,"9","enabling"
61,"employment","predictive",11,"5 years","","female","Angela",3,"volunteers for political campaigns",4231,"3","baseline"
61,"hobby","predictive",12,"year","Yesterday, Ronald was in a motorcycle accident and will never walk again.","male","Ronald",3,"hikes",3303,"0","preventative"
61,"food","predictive",13,"5 years","","female","Elizabeth",3,"eats caviar",4079,"3","baseline"
61,"food","predictive",14,"month","Yesterday, Ted wanted a morning jolt and bought a pound of fresh roasted coffee.","male","Ted",3,"drinks coffee",7632,"12","enabling"
61,"hobby","predictive",15,"5 years","Yesterday, Stephanie turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Stephanie",3,"climbs mountains",4352,"0","preventative"
61,"employment","predictive",16,"year","Yesterday, Rebecca finished an MFA program and quit her other job to focus on writing poems.","female","Rebecca",3,"writes poems",6104,"10","enabling"
61,"hobby","predictive",17,"year","Yesterday, Tina developed crippling arthritis in her hands and no longer can play musical instruments.","female","Tina",3,"plays the banjo",3136,"0","preventative"
61,"entertainment","predictive",18,"2 years","","female","Brooke",3,"watches space launches",4416,"1","baseline"
61,"food","predictive",19,"year","","female","Maya",3,"smokes marijuana",3384,"6","baseline"
61,"entertainment","predictive",20,"year","Yesterday, David learned about all the corruption in professional sports and no longer can watch it.","male","David",3,"watches professional football",3311,"1","preventative"
61,"hobby","predictive",21,"year","Yesterday, Michelle remembered how much fun that was and bought a new tennis racket.","female","Michelle",3,"plays tennis",4040,"10","enabling"
62,"entertainment","predictive",1,"2 years","Yesterday, Shannon remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Shannon",3,"watches space launches",15805,"3","enabling"
62,"clothing","predictive",2,"month","","male","Stephen",3,"wears a suit",6039,"3","baseline"
62,"hobby","predictive",3,"5 years","Yesterday, Jessica turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Jessica",3,"climbs mountains",9712,"0","preventative"
62,"food","predictive",4,"month","","male","Seth",3,"drinks coffee",5663,"3","baseline"
62,"employment","predictive",5,"5 years","Yesterday, Brian finished an MFA program and quit his other job to focus on writing novels.","male","Brian",3,"writes novels",13488,"4","enabling"
62,"employment","predictive",6,"year","Yesterday, Daniel finished an MFA program and quit his other job to focus on writing poems.","male","Daniel",3,"writes poems",8440,"4","enabling"
62,"entertainment","predictive",7,"year","","male","Tom",3,"watches professional football",4475,"3","baseline"
62,"employment","predictive",8,"5 years","Yesterday, Greg learned a new technique for breaking into cars.","male","Greg",3,"steals cars",6547,"5","enabling"
62,"food","predictive",9,"month","","male","Lucas",3,"drinks beer",4103,"3","baseline"
62,"hobby","predictive",10,"year","Yesterday, Julia developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Julia",3,"plays tennis",9247,"1","preventative"
62,"food","predictive",11,"5 years","Yesterday, Cameron learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","male","Cameron",3,"eats caviar",12255,"6","enabling"
62,"food","predictive",12,"year","Yesterday, Sophia wanted to get high and bought some cocaine.","female","Sophia",3,"does cocaine",6415,"7","enabling"
62,"employment","predictive",13,"5 years","","female","Brooke",3,"steals chewing gum",4487,"3","baseline"
62,"hobby","predictive",14,"year","","male","Jacob",3,"plays the banjo",3343,"3","baseline"
62,"hobby","predictive",15,"2 months","Yesterday, Kathleen was in a car accident and became permanently paralyzed from the waist down.","female","Kathleen",3,"runs",5945,"0","preventative"
62,"employment","predictive",16,"5 years","Yesterday, Esther grew disillusioned with the political system and wants nothing to do with it anymore.","female","Esther",3,"volunteers for political campaigns",7523,"0","preventative"
62,"food","predictive",17,"year","Yesterday, Michelle developed a peanut allergy.","female","Michelle",3,"eats peanut butter",5063,"0","preventative"
62,"food","predictive",18,"year","","female","Jennifer",3,"smokes marijuana",5191,"6","baseline"
62,"employment","predictive",19,"5 years","Yesterday, Tina grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Tina",3,"volunteers for soup kitchens",5559,"0","preventative"
62,"food","predictive",20,"month","Yesterday, Elizabeth quit smoking cigarettes.","female","Elizabeth",3,"smokes cigarettes",5320,"0","preventative"
62,"hobby","predictive",21,"year","Yesterday, Michael remembered how much fun those times were and bought a lot of new hiking gear.","male","Michael",3,"hikes",5286,"5","enabling"
63,"food","predictive",1,"year","","female","Hillary",3,"smokes marijuana",6837,"6","baseline"
63,"food","predictive",2,"year","Yesterday, Lee learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","male","Lee",3,"eats peanut butter",8396,"7","enabling"
63,"hobby","predictive",3,"year","Yesterday, George was in a motorcycle accident and will never walk again.","male","George",3,"hikes",5502,"0","preventative"
63,"hobby","predictive",4,"2 months","","female","Kristina",3,"runs",4809,"3","baseline"
63,"food","predictive",5,"year","","male","Lewis",3,"does cocaine",10511,"12","baseline"
63,"hobby","predictive",6,"5 years","Yesterday, Kim remembered how much fun that was bought a lot of new mountain climbing gear.","female","Kim",3,"climbs mountains",6427,"8","enabling"
63,"hobby","predictive",7,"year","Yesterday, Ashley developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Ashley",3,"plays tennis",5035,"1","preventative"
63,"food","predictive",8,"month","Yesterday, Elizabeth wanted a morning jolt and bought a pound of fresh roasted coffee.","female","Elizabeth",3,"drinks coffee",5679,"6","enabling"
63,"employment","predictive",9,"5 years","Yesterday, David researched a new political candidate in the area and is going to volunteer with them.","male","David",3,"volunteers for political campaigns",5141,"8","enabling"
63,"clothing","predictive",10,"month","","male","Gabriel",3,"wears a suit",3748,"6","baseline"
63,"food","predictive",11,"month","Yesterday, Sophia wanted to get tipsy and bought a six-pack of beer.","female","Sophia",3,"drinks beer",7244,"6","enabling"
63,"entertainment","predictive",12,"2 years","Yesterday, Bridgette remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Bridgette",3,"watches space launches",6250,"8","enabling"
63,"entertainment","predictive",13,"year","","female","Michelle",3,"watches professional football",4755,"3","baseline"
63,"employment","predictive",14,"year","Yesterday, Veronica became fed up with the poetry world and decided to never write poems again.","female","Veronica",3,"writes poems",4855,"0","preventative"
63,"hobby","predictive",15,"year","Yesterday, Martin developed crippling arthritis in his hands and no longer can play musical instruments.","male","Martin",3,"plays the banjo",4742,"0","preventative"
63,"employment","predictive",16,"5 years","Yesterday, William became fed up with the literary world and decided to never write anything again.","male","William",3,"writes novels",6940,"0","preventative"
63,"employment","predictive",17,"5 years","Yesterday, Esther learned a new trick to distract shopkeepers.","female","Esther",3,"steals chewing gum",4608,"23","enabling"
63,"employment","predictive",18,"5 years","","male","Tom",3,"volunteers for soup kitchens",4160,"4","baseline"
63,"food","predictive",19,"5 years","Yesterday, Greg developed a seafood allergy.","male","Greg",3,"eats caviar",4630,"0","preventative"
63,"food","predictive",20,"month","Yesterday, Shannon quit smoking cigarettes.","female","Shannon",3,"smokes cigarettes",5072,"3","preventative"
63,"employment","predictive",21,"5 years","","male","Fred",3,"steals cars",3414,"5","baseline"
64,"hobby","predictive",1,"2 months","","female","Veronica",3,"runs",6345,"2","baseline"
64,"employment","predictive",2,"5 years","Yesterday, Natalie got caught and vowed to never break the law again.","female","Natalie",3,"steals chewing gum",6783,"0","preventative"
64,"hobby","predictive",3,"year","Yesterday, Rebecca remembered how much fun that was and joined her friend&quotechars band as the banjoist.","female","Rebecca",3,"plays the banjo",4698,"3","enabling"
64,"hobby","predictive",4,"year","Yesterday, Fred remembered how much fun those times were and bought a lot of new hiking gear.","male","Fred",3,"hikes",3034,"1","enabling"
64,"food","predictive",5,"year","Yesterday, Anthony developed a peanut allergy.","male","Anthony",3,"eats peanut butter",2742,"0","preventative"
64,"employment","predictive",6,"year","","female","Monica",3,"writes poems",3700,"2","baseline"
64,"hobby","predictive",7,"5 years","Yesterday, Greg remembered how much fun that was bought a lot of new mountain climbing gear.","male","Greg",3,"climbs mountains",2886,"3","enabling"
64,"food","predictive",8,"year","Yesterday, Eric realized he is severely allergic to marijuana and will no longer smoke it.","male","Eric",3,"smokes marijuana",4550,"0","preventative"
64,"clothing","predictive",9,"month","Yesterday, Lee got fired from his job on Wall Street and now works in a pizza parlor.","male","Lee",3,"wears a suit",9611,"0","preventative"
64,"food","predictive",10,"year","Yesterday, Bridgette wanted to get high and bought some cocaine.","female","Bridgette",3,"does cocaine",3970,"4","enabling"
64,"hobby","predictive",11,"year","Yesterday, Doug remembered how much fun that was and bought a new tennis racket.","male","Doug",3,"plays tennis",3515,"4","enabling"
64,"food","predictive",12,"month","","female","Jessica",3,"smokes cigarettes",2940,"2","baseline"
64,"employment","predictive",13,"5 years","","female","Melinda",3,"writes novels",3863,"4","baseline"
64,"entertainment","predictive",14,"year","","female","Tina",3,"watches professional football",2037,"2","baseline"
64,"entertainment","predictive",15,"2 years","Yesterday, Stephen remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","male","Stephen",3,"watches space launches",3286,"4","enabling"
64,"employment","predictive",16,"5 years","","male","Tom",3,"volunteers for soup kitchens",2756,"2","baseline"
64,"employment","predictive",17,"5 years","","female","Amber",3,"volunteers for political campaigns",2089,"2","baseline"
64,"employment","predictive",18,"5 years","Yesterday, Hillary learned a new technique for breaking into cars.","female","Hillary",3,"steals cars",1882,"4","enabling"
64,"food","predictive",19,"month","Yesterday, Christopher gave up alcohol and entered into Alcoholics Anonymous.","male","Christopher",3,"drinks beer",2074,"2","preventative"
64,"food","predictive",20,"month","Yesterday, Scott developed a caffeine allergy and decided to give up all caffeine.","male","Scott",3,"drinks coffee",1698,"3","preventative"
64,"food","predictive",21,"5 years","Yesterday, Claire developed a seafood allergy.","female","Claire",3,"eats caviar",3441,"0","preventative"
65,"employment","predictive",1,"5 years","Yesterday, Fred became fed up with the literary world and decided to never write anything again.","male","Fred",3,"writes novels",28951,"0","preventative"
65,"clothing","predictive",2,"month","","male","Tim",3,"wears a suit",6333,"3","baseline"
65,"hobby","predictive",3,"5 years","Yesterday, Nicole remembered how much fun that was bought a lot of new mountain climbing gear.","female","Nicole",3,"climbs mountains",19178,"3","enabling"
65,"entertainment","predictive",4,"2 years","","female","Sophia",3,"watches space launches",9387,"1","baseline"
65,"employment","predictive",5,"5 years","Yesterday, Vince researched a new political candidate in the area and is going to volunteer with them.","male","Vince",3,"volunteers for political campaigns",12969,"3","enabling"
65,"entertainment","predictive",6,"year","Yesterday, Natalie learned about all the corruption in professional sports and no longer can watch it.","female","Natalie",3,"watches professional football",9612,"0","preventative"
65,"hobby","predictive",7,"year","","male","Robert",3,"plays tennis",4232,"3","baseline"
65,"food","predictive",8,"year","","male","Ted",3,"does cocaine",11548,"3","baseline"
65,"hobby","predictive",9,"year","","female","Veronica",3,"plays the banjo",4048,"3","baseline"
65,"employment","predictive",10,"5 years","Yesterday, Linda learned a new technique for breaking into cars.","female","Linda",3,"steals cars",13872,"12","enabling"
65,"food","predictive",11,"month","","female","Amber",3,"smokes cigarettes",10680,"6","baseline"
65,"food","predictive",12,"5 years","Yesterday, Rebecca developed a seafood allergy.","female","Rebecca",3,"eats caviar",11829,"2","preventative"
65,"employment","predictive",13,"5 years","Yesterday, Cameron learned a new trick to distract shopkeepers.","male","Cameron",3,"steals chewing gum",14522,"15","enabling"
65,"hobby","predictive",14,"year","Yesterday, Gabriel remembered how much fun those times were and bought a lot of new hiking gear.","male","Gabriel",3,"hikes",10381,"12","enabling"
65,"food","predictive",15,"year","Yesterday, Greg wanted to get high and bought some marijuana.","male","Greg",3,"smokes marijuana",7399,"3","enabling"
65,"food","predictive",16,"year","","female","Angela",3,"eats peanut butter",3737,"3","baseline"
65,"hobby","predictive",17,"2 months","Yesterday, Janet was in a car accident and became permanently paralyzed from the waist down.","female","Janet",3,"runs",6247,"0","preventative"
65,"food","predictive",18,"month","Yesterday, Crystal wanted to get tipsy and bought a six-pack of beer.","female","Crystal",3,"drinks beer",11802,"3","enabling"
65,"employment","predictive",19,"5 years","Yesterday, Laura grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Laura",3,"volunteers for soup kitchens",9465,"0","preventative"
65,"food","predictive",20,"month","Yesterday, Ben developed a caffeine allergy and decided to give up all caffeine.","male","Ben",3,"drinks coffee",7932,"0","preventative"
65,"employment","predictive",21,"year","Yesterday, Stephanie became fed up with the poetry world and decided to never write poems again.","female","Stephanie",3,"writes poems",5234,"0","preventative"
66,"hobby","predictive",1,"year","","male","Tim",3,"plays tennis",6363,"3","baseline"
66,"hobby","predictive",2,"year","","male","Daniel",3,"plays the banjo",3758,"2","baseline"
66,"food","predictive",3,"year","Yesterday, Brian realized he is severely allergic to marijuana and will no longer smoke it.","male","Brian",3,"smokes marijuana",4488,"0","preventative"
66,"employment","predictive",4,"5 years","Yesterday, Maya grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Maya",3,"volunteers for soup kitchens",5507,"0","preventative"
66,"clothing","predictive",5,"month","Yesterday, Vince got a high paying job on Wall Street.","male","Vince",3,"wears a suit",14455,"260","enabling"
66,"food","predictive",6,"month","Yesterday, Tom gave up alcohol and entered into Alcoholics Anonymous.","male","Tom",3,"drinks beer",3840,"0","preventative"
66,"food","predictive",7,"month","Yesterday, Laura developed a caffeine allergy and decided to give up all caffeine.","female","Laura",3,"drinks coffee",3608,"0","preventative"
66,"employment","predictive",8,"5 years","Yesterday, David learned a new technique for breaking into cars.","male","David",3,"steals cars",5264,"10","enabling"
66,"food","predictive",9,"5 years","Yesterday, Angela learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Angela",3,"eats caviar",6272,"20","enabling"
66,"hobby","predictive",10,"2 months","","male","Stephen",3,"runs",7888,"6","baseline"
66,"hobby","predictive",11,"year","Yesterday, Anthony remembered how much fun those times were and bought a lot of new hiking gear.","male","Anthony",3,"hikes",5176,"12","enabling"
66,"entertainment","predictive",12,"2 years","Yesterday, Jacob went through a radical transformation and now it is against his belief to witness anything relating to space travel.","male","Jacob",3,"watches space launches",10655,"0","preventative"
66,"entertainment","predictive",13,"year","","male","Lucas",3,"watches professional football",3291,"3","baseline"
66,"food","predictive",14,"year","Yesterday, Sophia developed a peanut allergy.","female","Sophia",3,"eats peanut butter",2552,"0","preventative"
66,"employment","predictive",15,"year","Yesterday, Natalie finished an MFA program and quit her other job to focus on writing poems.","female","Natalie",3,"writes poems",8279,"100","enabling"
66,"food","predictive",16,"year","Yesterday, Gabriel wanted to get high and bought some cocaine.","male","Gabriel",3,"does cocaine",6224,"75","enabling"
66,"employment","predictive",17,"5 years","","female","Shannon",3,"steals chewing gum",2617,"3","baseline"
66,"hobby","predictive",18,"5 years","Yesterday, Lee turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Lee",3,"climbs mountains",3215,"0","preventative"
66,"employment","predictive",19,"5 years","","male","Josh",3,"writes novels",5408,"5","baseline"
66,"food","predictive",20,"month","Yesterday, Jack wanted a smoke and bought a pack of cigarettes.","male","Jack",3,"smokes cigarettes",8720,"999","enabling"
66,"employment","predictive",21,"5 years","","female","Alicia",3,"volunteers for political campaigns",3681,"3","baseline"
67,"hobby","predictive",1,"5 years","Yesterday, Angela turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Angela",3,"climbs mountains",5639,"0","preventative"
67,"food","predictive",2,"month","Yesterday, Josh developed a caffeine allergy and decided to give up all caffeine.","male","Josh",3,"drinks coffee",2805,"0","preventative"
67,"employment","predictive",3,"5 years","Yesterday, Jack researched a new soup kitchen in the area and is going to volunteer with them.","male","Jack",3,"volunteers for soup kitchens",4325,"7","enabling"
67,"employment","predictive",4,"5 years","","male","Vince",3,"volunteers for political campaigns",2257,"3","baseline"
67,"hobby","predictive",5,"2 months","Yesterday, Stephen remembered how much fun those times were and bought a new pair of running shoes.","male","Stephen",3,"runs",2809,"6","enabling"
67,"food","predictive",6,"year","","male","Ben",3,"eats peanut butter",2749,"3","baseline"
67,"entertainment","predictive",7,"2 years","Yesterday, Claire remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Claire",3,"watches space launches",3752,"6","enabling"
67,"food","predictive",8,"year","","male","Gabriel",3,"smokes marijuana",2461,"4","baseline"
67,"employment","predictive",9,"5 years","Yesterday, Kim got caught and vowed to never break the law again.","female","Kim",3,"steals chewing gum",4895,"3","preventative"
67,"hobby","predictive",10,"year","Yesterday, Ted remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Ted",3,"plays the banjo",13055,"60","enabling"
67,"food","predictive",11,"month","Yesterday, Kathleen wanted a smoke and bought a pack of cigarettes.","female","Kathleen",3,"smokes cigarettes",22515,"20","enabling"
67,"employment","predictive",12,"year","Yesterday, George became fed up with the poetry world and decided to never write poems again.","male","George",3,"writes poems",4628,"0","preventative"
67,"hobby","predictive",13,"year","Yesterday, Shannon developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Shannon",3,"plays tennis",2405,"0","preventative"
67,"employment","predictive",14,"5 years","Yesterday, Nicole finished an MFA program and quit her other job to focus on writing novels.","female","Nicole",3,"writes novels",4842,"6","enabling"
67,"employment","predictive",15,"5 years","Yesterday, Michael got caught and went through a radical transformation, vowing to never break the law again.","male","Michael",3,"steals cars",8543,"1","preventative"
67,"food","predictive",16,"month","","female","Tina",3,"drinks beer",1636,"3","baseline"
67,"clothing","predictive",17,"month","Yesterday, Scott got fired from his job on Wall Street and now works in a pizza parlor.","male","Scott",3,"wears a suit",2701,"0","preventative"
67,"food","predictive",18,"year","","female","Bridgette",3,"does cocaine",4712,"5","baseline"
67,"hobby","predictive",19,"year","","male","Tim",3,"hikes",2767,"3","baseline"
67,"entertainment","predictive",20,"year","","female","Natalie",3,"watches professional football",2120,"3","baseline"
67,"food","predictive",21,"5 years","Yesterday, Laura learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Laura",3,"eats caviar",2737,"7","enabling"
68,"employment","predictive",1,"5 years","Yesterday, Bridgette got caught and vowed to never break the law again.","female","Bridgette",3,"steals chewing gum",28323,"2","preventative"
68,"food","predictive",2,"month","","female","Jackie",3,"smokes cigarettes",21039,"5","baseline"
68,"entertainment","predictive",3,"2 years","Yesterday, Elizabeth went through a radical transformation and now it is against her belief to witness anything relating to space travel.","female","Elizabeth",3,"watches space launches",12368,"0","preventative"
68,"food","predictive",4,"month","","female","Melinda",3,"drinks coffee",11669,"7","baseline"
68,"employment","predictive",5,"5 years","Yesterday, Derrick grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","male","Derrick",3,"volunteers for soup kitchens",11778,"0","preventative"
68,"clothing","predictive",6,"month","","male","Michael",3,"wears a suit",6922,"3","baseline"
68,"food","predictive",7,"month","","female","Veronica",3,"drinks beer",4731,"3","baseline"
68,"food","predictive",8,"5 years","Yesterday, Tina developed a seafood allergy.","female","Tina",3,"eats caviar",10394,"0","preventative"
68,"employment","predictive",9,"year","Yesterday, Linda finished an MFA program and quit her other job to focus on writing poems.","female","Linda",3,"writes poems",17084,"40","enabling"
68,"food","predictive",10,"year","Yesterday, Jessica learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","female","Jessica",3,"eats peanut butter",16256,"12","enabling"
68,"hobby","predictive",11,"year","Yesterday, Ronald remembered how much fun those times were and bought a lot of new hiking gear.","male","Ronald",3,"hikes",7692,"5","enabling"
68,"entertainment","predictive",12,"year","Yesterday, Lucas remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","male","Lucas",3,"watches professional football",15990,"15","enabling"
68,"employment","predictive",13,"5 years","Yesterday, Tom grew disillusioned with the political system and wants nothing to do with it anymore.","male","Tom",3,"volunteers for political campaigns",7767,"0","preventative"
68,"hobby","predictive",14,"year","Yesterday, Angela developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Angela",3,"plays tennis",14624,"1","preventative"
68,"hobby","predictive",15,"2 months","","male","Lewis",3,"runs",6984,"3","baseline"
68,"hobby","predictive",16,"5 years","","female","Laura",3,"climbs mountains",12211,"2","baseline"
68,"employment","predictive",17,"5 years","","male","Brian",3,"writes novels",9562,"2","baseline"
68,"employment","predictive",18,"5 years","Yesterday, Alexander learned a new technique for breaking into cars.","male","Alexander",3,"steals cars",13410,"8","enabling"
68,"food","predictive",19,"year","Yesterday, Ted realized he is severely allergic to cocaine and will no longer do it.","male","Ted",3,"does cocaine",12891,"4","preventative"
68,"food","predictive",20,"year","Yesterday, Hillary wanted to get high and bought some marijuana.","female","Hillary",3,"smokes marijuana",10628,"3","enabling"
68,"hobby","predictive",21,"year","Yesterday, William remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","William",3,"plays the banjo",14423,"10","enabling"
69,"hobby","predictive",1,"2 months","Yesterday, Elisa was in a car accident and became permanently paralyzed from the waist down.","female","Elisa",3,"runs",14030,"3","preventative"
69,"hobby","predictive",2,"year","Yesterday, George was in a motorcycle accident and will never walk again.","male","George",3,"hikes",10358,"5","preventative"
69,"clothing","predictive",3,"month","","female","Kim",3,"wears a suit",14787,"4","baseline"
69,"employment","predictive",4,"year","","female","Linda",3,"writes poems",8217,"5","baseline"
69,"food","predictive",5,"month","Yesterday, Lee wanted a smoke and bought a pack of cigarettes.","male","Lee",3,"smokes cigarettes",17887,"10","enabling"
